macrepo	typeOfResource_Text	note_Text	identifier_Text	Attributes_xmlns	Attributes_xmlns_colon_mods	Attributes_xmlns_colon_xlink	Attributes_xmlns_colon_xsi	titleInfo_title_Text	originInfo_dateCreated_Text	originInfo_dateOther_Text	language_languageTerm_Text	physicalDescription_form_Text	physicalDescription_extent_Text	physicalDescription_note_Text	subject_geographic_Text	identifier_Attributes_type	subject_geographic_2_Text	originInfo_place_placeTerm_Text	language_languageTerm_Attributes_authority	language_languageTerm_Attributes_type	physicalDescription_form_Attributes_authority	subject_hierarchicalGeographic_continent_Text	subject_hierarchicalGeographic_country_Text	subject_hierarchicalGeographic_province_Text	subject_hierarchicalGeographic_region_Text	subject_hierarchicalGeographic_county_Text	subject_hierarchicalGeographic_city_Text	subject_hierarchicalGeographic_citySection_Text	subject_hierarchicalGeographic_area_Text	originInfo_place_placeTerm_Attributes_type	name_namePart_Text	name_Attributes_type	originInfo_publisher_Text	originInfo_place_2_placeTerm_Text	originInfo_place_placeTerm_Attributes_authority	originInfo_place_2_placeTerm_Attributes_type	titleInfo_subTitle_Text	name_role_roleTerm_Text	name_role_roleTerm_Attributes_authority	name_role_roleTerm_Attributes_type	genre_Text	abstract_Text	genre_Attributes_authority	subject_topic_Text	subject_temporal_Text	subject_cartographics_coordinates_Text		subject_geographic_3_Text			name_2_namePart_Text	name_2_Attributes_type	name_2_role_roleTerm_Text	name_2_role_roleTerm_Attributes_authority	name_2_role_roleTerm_Attributes_type						language_Text		originInfo_place_Text	language_2_languageTerm_Text	originInfo_place_2_Text	language_2_languageTerm_Attributes_authority	language_2_languageTerm_Attributes_type	originInfo_place_3_placeTerm_Text	originInfo_place_3_placeTerm_Attributes_type						originInfo_place_4_placeTerm_Text	originInfo_place_3_placeTerm_Attributes_authority	originInfo_place_4_placeTerm_Attributes_type	citation	thumbnail_link	archive_link
61445	cartographic	"Printed map.  ""Surveyed & Drawn by Marcus Smith.""  Visual scale, [1 cm = 100 feet].  ""Note. The limits of the Corporation are marked by a strong line of pink color.""  Includes illustrations of 3 buildings with headings:  Town Hall; Merchants Exchange Hotel; and, James Coleman Esqre., Mayor of Dundas.  Described in Winearls' Mapping Upper Canada, 1780-1867, entry 1299, p. 297: ""...a very detailed map showing the town from the GWR to South St, and from Head St to East St; all bldgs are shown, most named; names of owners; cleared land and treed areas distinguished; escarpment.""  Donated by Elmar C. Hodsoll, Toronto, July 1995."	RMC_107000	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Map of the Town of Dundas in the Counties of Wentworth and Halton, Canada West"	1851	1851	eng	map	"[1:3,000 approximately]"	"1 map : colour ; 67 x 103 cm, on sheet 79 x 109 cm.  Sheet has been reinforced on a larger archival mat, 89 x 115 cm."	Dundas (Ont.)	local	Hamilton (Ont.)	"[Dundas, Ont.?]"	iso639-2b	code	marcform	North America	Canada	Ontario		Wentworth	Hamilton	Dundas		text	"Smith, Marcus, 1815-1904"	personal	Published by the Author																																													"Smith, Marcus, 1815-1904. Map of the Town of Dundas in the Counties of Wentworth and Halton, Canada West. [1:3,000 approximately]. [Dundas, Ont.?]: Published by the Author, 1851."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61445/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61445
61977	cartographic	"Scale 100 ft = 1 inch.  ""Ths. Allen Blyth P.L.S., Hamilton - Nov. 22nd 1852.""  ""J.H. Cameron"".  The pink line running down the centre of the map indicates the location of the Great Western Railway. North arrow lacking; north is oriented to the left.  Along upper edge, ""110 13, Drawer No 1""."	RMC_7458	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	[Survey of properties adjacent to Victoria Avenue and Wellington Street at Barton Street]	1852-11-22	1852	eng	map	"[1:1,200]"	1 map : colour ; 44 x 39 cm. Map lined with archival paper on verso. There are two large tears reaching in from the left and right edges. Two dark stains near the bottom of the map.	Hamilton (Ont.)	local		"Hamilton, Ont."	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Landsdale neighbourhood	"Lot 12, Concession 1"	text	"Blyth, Thomas Allen"	personal	[Publisher unknown]																																													"Blyth, Thomas Allen. [Survey of properties adjacent to Victoria Avenue and Wellington Street at Barton Street]. [1:1,200]. Hamilton, Ont.: [Publisher unknown], 1852."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61977/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61977
61979	cartographic	"Scale 100 Feet to the Inch. The map is numbered, on the left edge it reads ""No 29 Drawer 6"" in handwriting. The top right hand corner features a hand-drawn box with a penciled sketch. There is an inelligible note written in pencil above Roswell Street regarding the lots below. The signature reads ""R.N. Law"". The streets listed include Queen Street North, Robert Street, Douglas Street, and Roswell Street. Only Queen Street is in existence, in place, today."	RMC_7495	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Sketch of survey lots in the City of Hamilton, the property of Robert N. Law, Esqr."	1853-06-10	1853	eng	map	[1:1200]	"1 map : col. ; 50 x 39 cm. Map lined with archival paper on verso. There are a number of creases and tears running from the top to the bottom of the map. The bottom right hand corner has a portion missing, appears as though it was cut out."	Hamilton (Ont.)	local		Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Central		code	"Blyth, Thomas Allen"	personal	"Tho. Allen Blyth, P.L.S."	Hamilton	marccountry	text																																										"Blyth, Thomas Allen. Sketch of survey lots in the City of Hamilton, the property of Robert N. Law, Esqr.. [1:1200]. Canada: Tho. Allen Blyth, P.L.S., 1853."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61979/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61979
61980	cartographic	"Scale 25 feet to an Inch. The bottom right includes a date and signature by the surveyor, ""Ths. Allen Blyth P.L.S., Hamilton, May 18th 1858."" The top of the map reads ""J Hughson, No 31, Drawer No 1"" in handwriting. Streets include John Street and Henry Street [which later became Cannon Street East]. Both private alleys featured on the map are nonexistent today. The site is now the home of McLaren Park."	RMC_7449	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of subdivision of lot nos. 11, 12, and 13 in the late James Hughson's Survey in Hamilton"	1858-05-18	1858	eng	map	[1:300]	1 map : col. ; 32 x 47 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local		Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Beasley neighbourhood	"Lot 14, Concession 2"	code	"Blyth, Thomas Allen"	personal	"Ths. Allen Blyth, P.L.S."	Hamilton	marccountry	text																																										"Blyth, Thomas Allen. Plan of subdivision of lot nos. 11, 12, and 13 in the late James Hughson's Survey in Hamilton. [1:300]. Canada: Ths. Allen Blyth, P.L.S., 1858."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61980/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A61980
63213	cartographic	"Scale 3c to one Inch. This map features a significant amount of writing surrounding the survey itself. Below the title, in the bottom right corner there is a date and signature, ""Ths. Allen Blyth P.L.S., Hamilton - Nov. 18th 1853.""  In the centre of the map there is illegible script that is dated ""this 29th day of March A.D. 1856..."" Below this there is print script outlining the dimensional details of the ""Survey of Road leading to the Grave Yard..."" To the left of this information are details of the ""Survey of the Grave Yard."" This is found under the ""Reference"" section. At the top right of the map there is a paragraph of illegible script signed ""J.S. Hopkins"". ""Book1, Plan 50"" is written on the left edge of the map. Other writing and numbering found on the map includes ""30th Page"", ""# 195"", and ""17"". The directional arrow is found in the centre of the survey, indicating that the map is oriented with east being up. On the upper right hand corner of the verso it reads, ""Page 30th, Joseph Hopkins.""  The roads featured on the map are titled ""Road leading to Burlington Heights"" [now Old Guelph Road] and ""Road from Dundas to Wellington Square"" [now York Road]. The graveyard mentioned on the map matches the exact location of the Hopkins Family Cemetery today (also known as the Valley Cemetery)."	RMC_7494	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of survey of part of lot no 24 in the 2nd conn Flamboro' West containing 18 1/2 acres	1853-11-18	1853	eng	map	[1:2380]	"1 map: col. ; 29 x 42 cm. Map lined with archival paper on verso. There is a small tear in the centre of the map, just above the directional arrow. Along the right edge of the map there is a line of significant fading and discolouration."	Dundas (Ont.)	local	Hamilton (Ont.)	Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Township of Flamboro West	Wentworth County	Hamilton	"Guelph neighbourhood, northeast of Dundas"	"Lot 24, Concession 2"	code	"Blyth, Thomas Allen"	personal	[Publisher unknown]	Hamilton	marccountry	text												Flamborough (Ont.)																														"Blyth, Thomas Allen. Plan of survey of part of lot no 24 in the 2nd conn Flamboro' West containing 18 1/2 acres. [1:2380]. Canada: [Publisher unknown], 1853."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A63213/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A63213
63214	cartographic	"Scale 4 Chains to an Inch.  In the bottom right corner of the map, ""Saml Peters, P.L. Surveyor, London C.W. [Canada West], June 21 1853"".  ""M.M."" is initialed along the north arrow.  The majority of the map features the property of ""Richard Martin Esqre. and others."" The roads listed are ""Side Road"" on the west [now Upper Wentworth], ""Road allowance in front of 5th Concession"" [now Fennel Avenue], and ""Road allowance in front of 6th Concession"" [now Mohawk Road]. According to area maps, this lot plan was never carried out. The land featured on the map was undeveloped until at least 1954. The first streets laid in Lot 10, Concession 5 were East 21st Street and MacLennan Avenue.  Handwritten along left neat line, ""No 61, Drawer 3""."	RMC_7483	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of lot no 10 in the 5th Concession, Township of Barton, 1853"	1853-06-21	1853	eng	map	"[1:3,170]"	"1 map : colour, 47 x 30 cm, on sheet 50 x 33 cm. Map lined with archival paper on verso."	Hamilton (Ont.)	local		Hamilton	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Burkholme neighbourhood	"Lot 10, Concession 5"	text	"Peters, Samuel, 1822-1882"	personal	[Publisher unknown]																																													"Peters, Samuel, 1822-1882. Plan of lot no 10 in the 5th Concession, Township of Barton, 1853. [1:3,170]. Hamilton: [Publisher unknown], 1853."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A63214/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A63214
65014	cartographic	"Scale 50 Ft = 1 Inch. The outline of the lots and roads has been done in ink but street names, property owners, the title, and the scale have all been written in pencil. On the left edge, written in pen, it reads ""No 5 Drawer 5.""  The map possesses no directional arrow. The orientation of the map is upside down, with Markland Street (the northernmost street) appearing at the base of the map. All streets listed (Bay Street, Hilton Street, and Markland Street) are in existence today, with the exception of Concession Street [which is now Aberdeen Ave]. In the 1875 Historical Atlas of Wentworth County, the property owner is listed as ""RP Streets"". The location and names of neighbouring property owners correspond exactly with those shown on the map, including: John Brown, Alexander McInnes and Thomas Swinyard. To the left of the title it reads ""Office Copy"" and has a signature below. There is no surveyor or author listed."	RMC_7536	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"A plan of survey of lots in the city of Hamilton, corner of Bay and Concession Streets"	1872-11-2	1872	eng	map	[1:600]	1 map : col. ; 49 x 39 cm. Map lined with archival paper on verso. There are cutting marks on the bottom edge.	Hamilton (Ont.)	local		Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Durand neighbourhood	"Lot 16, Concession 3"	code	[Author unknown]		[Publisher unknown]	Hamilton	marccountry	text	"being part of lot 16 in the 3rd Concession, Township of Barton, the property of RP Street Esq."																																									"[Author unknown]. A plan of survey of lots in the city of Hamilton, corner of Bay and Concession Streets. [1:600]. Canada: [Publisher unknown], 1872."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65014/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65014
65206	cartographic	"Scale 6chs = one inch. The map is oriented so that the top is west, with the directional arrow pointing to the right, which is north. Below the title is the surveyor's information: ""Thos. A. Blyth. P.L.S. Hamilton, C.W. Octr 2nd 1862"". The map's copy hand and the individual to whom the sketch was given are also listed: ""Copied by D. Sheldon Smith. Brantford, C.W. 25/10/62"", ""To Sheriff Smith. Brantford, C.W."" The map is numbered ""Drawer No 1"" in handwriting. The roads included on the map are ""Original Road allowance"" [now Sherman Avenue], ""1st Concession"" [now Barton Street], and an unnamed road at the southern end of the map. The names of two property owners are mentioned on the map: ""Lottridge"" and ""Case"". An inlet of the shoreline is shown to reach well into the city."	RMC_7501	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Sketch of survey of part of lot no 8 in the 1st concession of the ""Township of Barton""."	1862-10-02	1862	eng	map	[1:4750]	"1 map : col. ; 24 x 39 cm. Map is printed on rag linen paper and lined with a similar material on verso. There are small tears throughout the map, including two in the upper left hand corner which make the map's numbering illegible."	Hamilton (Ont.)	local		Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	"Stipley neighbourhood, Industrial Sector C"	"Lot 8, Concession 1"	code	"Blyth, Thomas Allen"	personal	"Smith, Sheldon D."	Hamilton	marccountry	text	Containing 123 1/2 acres																																									"Blyth, Thomas Allen. Sketch of survey of part of lot no 8 in the 1st concession of the ""Township of Barton"".. [1:4750]. Canada: Smith, Sheldon D., 1862."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65206/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65206
65207	cartographic	"Scale 3 chains to an Inch. The map is numbered ""No 57, Drawer 1"" on left edge. There is a directional arrow on right side of map pointing down, indicating that north is towards the bottom. The bottom right hand corner of the map features a date and a signature by the surveyor: ""Ths. Allen Blyth, D.P.S., Hamilton, October 24th 1842."" The map is in the vicinity of the Ancaster Old Mill. The ""Road from Ancaster to Dundas"" [now Old Dundas Road] is shown on the map in two separate sections, the second section referred to as ""Public Road"". The ""2nd Concession Road"" running east-west is no longer in existence today but may have been a continuation of Lower Lions Club Road. There is a ""Mill"" and a ""Mill House"" drawn at the base of the escarpment. The Ancaster Creek is shown winding through the survey with the section at Sherman Falls featured."	RMC_7461	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of the survey of part of lot no 46 in the 2nd Concession of the Township of Ancaster	1842-10-24	1842	eng	map	[1:2380]	"1 map : col. ; 38 x 28 cm. Map lined with archival paper on verso. The top of the map has some tearing, not affecting the content of the map."	Hamilton (Ont.)	local	Ancaster (Ont.)	Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Township of Ancaster	Wentworth County	Hamilton	Old Mill neighbourhood	"Lot 46, Concession 2"	code	"Blyth, Thomas Allen"	personal	[Publisher unknown]	Hamilton	marccountry	text																																										"Blyth, Thomas Allen. Plan of the survey of part of lot no 46 in the 2nd Concession of the Township of Ancaster. [1:2380]. Canada: [Publisher unknown], 1842."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65207/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65207
65208	cartographic	"Scale Forty Chains to One Inch is written below the title. In the bottom right of the map it reads ""Crown Lands Department, Montreal, November 1846, True Copy, C.R."" The map is signed ""D.B. Papineau C.C.L. [Commissioner of Crown Lands]"". Denis-Benjamin Papineau was the joint premier of the Province of Canada for Canada East from 1846 to 1848 and the Commissioner of Crown Lands from 1844 to 1847. There is a number ""2"" featured just above this information. At the top of the map there is handwriting ""Barton Township"" and ""Book 1"" which has been crossed out. There are 8 concessions featured along with the ""B.Front"" [Broken Front]. No details are shown on the map except for waterways, concessions, and lot lines. A directional arrow is found faded just above the title. The verso of the map reads ""43rd Page Barton""."	RMC_7519	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Barton	1846-11	1846	eng	map	[1:31680]	1 map : col. ; 59 x 47 cm. Map lined with archival paper on verso. The bottom right hand edge is torn and cut. There are also crease tears across the map from folding or rolling.	Hamilton (Ont.)	local		Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Old City of Hamilton area boundaries include: Rymal Road to the bay and Upper Paradise to Shearman Ave.	"Lots 1-21, Concessions BF-8"	code	Ontario. Department of Crown Lands	corporate	Crown Lands Department	Montreal	marccountry	text																																										"Ontario. Department of Crown Lands. Barton. [1:31680]. Canada: Crown Lands Department, 1846."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65208/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65208
65210	cartographic	"Scale = 40 Chains to an Inch. The map is numbered ""No 31"" in the top right corner and on the verso. There are two small directional arrows on the bottom edges of the plan indicating north. The bottom right hand corner of the map features a date and a signature by the surveyor: ""MacKintosh, P.L.Surveyor, Strabane P office, 29th May 1861."" The map outlines the lots of Concessions III-V but does not indicate settlement. A road is shown going diagonal across the map and labelled ""Waterloo Road"" [now Hwy 8]. Four concession roads are also featured but unlabelled [they are now Hwy 5 W, Concession 4 W, Concession 5 W, and Concession 6 W]. There are three small communities located within the boundaries of the map: Rockton, Westover, and Troy. It is interesting to note that there was a Strabane Post Office located just east of Freelton in the Township of Flamborough West (as seen on the 1875 Wentworth County of Atlas). Presumably, as per the map's writing, this was the location from which the map was produced and dated."	RMC_7518	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of the survey of the 3rd, 4th, & 5th Concessions of the Township of Beverly"	1861-05-29	1861	eng	map	[1:31680]	1 map : col. ; 26 x 64 cm. Map lined with archival paper on verso.	Hamilton (Ont.)	local	Beverly (Ont.)	Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Township of Beverly	Wentworth County	Hamilton	Ward 14	Concession 3 to 5	code	"Mackintosh, James"	personal	[Publisher unknown]	"Strabane, Ontario"	marccountry	text		Public Land surveyor	marcrelator	text								Flamborough (Ont.)																														"Mackintosh, James. Plan of the survey of the 3rd, 4th, & 5th Concessions of the Township of Beverly. [1:31680]. Canada: [Publisher unknown], 1861."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65210/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65210
65211	cartographic	"Scale 5 chs to an Inch. Directional arrow found above title. There is a note below the title that reads, ""Surveyed in August 1871"". In the bottom right hand corner there is a signature, in red, by the surveyor ""Jos. MacKintosh, P.L.Surveyor, 1st Sept. 1871"". Map is numbered along left edge ""No 70, Drawer No 1"". There is additional writing in the bottom right corner which is very faint, next to which there is a small hand pointing to the base of the map. The property line is drawn in detail at the bottom of the map, following the contours of the ""creek"" [Spencer Creek]. There are two roads featured on the plan: ""Concession Road"" dividing the 2nd and 3rd Concession [now Ontario Highway 5] and ""Side Road"" [no longer in existence]. The area is now the home of Christie Lake Conservation Area, which covers most of the map, and the Rothsay recycling plant which covers the upper portion of lots 5 and 6. A road known as Crooks Hollow was built in the southern section of the map. Along this road, within the boundaries of this map, is found the Darnley Cascade Waterfall upon which was built the Darnley Gristmill."	RMC_7521	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	Plan of Enright's farm being composed of the rear part of lots 5&6 in the Second Concession of the Township of West Flamborough	1871-08	1871	eng	map	[1: 3960]	1 map : col. ; 47 x 23 cm. Map is printed on rag linen paper and lined with archival paper on verso. There is a tear in top right corner and some minor tears throughout.	Hamilton (Ont.)	local	Flamborough (Ont.)	Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Township of Flamboro West	Wentworth County	Hamilton	"West Flamborough, Crooks Hollow, Greensville"	"Lots 5 & 6, Concession 2"	code	"Mackintosh, James"	personal	[Publisher unknown]		marccountry			Public Land Surveyor	marcrelator	text																																						"Mackintosh, James. Plan of Enright's farm being composed of the rear part of lots 5&6 in the Second Concession of the Township of West Flamborough. [1: 3960]. Canada: [Publisher unknown], 1871."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65211/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65211
65212	cartographic	"Scale ½ in to the chain. The directional arrow is found to the left of the title. Below the title are the initials of the surveyor ""R.S."" [Robert Sparks]. The plan shows five lots laid out along the right edge and another lot along the left edge. The centre of the map shows open space, presumably laid out as land for a park. Written across this open space are the words ""Hill's Boro[…]"" Atop the map it reads ""Concession Road [illegible number]"" presumably Concession Road 4 [now Concession Street]. Along the right edge is ""Side Line"" [now Upper Wentworth Street]. There is writing found on the verso of the map: ""Plan of Park Lots in the 11th lot in 4th Concession, Barton. Property of John Hill, 1848. Surveyed by Ro Sp[arks]."" The number ""134"" is also found on the back."	RMC_7517	http://www.loc.gov/mods/v3	http://www.loc.gov/mods/v3	http://www.w3.org/1999/xlink	http://www.w3.org/2001/XMLSchema-instance	"Plan of Park and other lots in John Hill's Survey, Barton 1846"	1848	1848	eng	map	[1:1580]	1 map : col. ; 25 x 29 cm. Map lined with archival paper on verso. The top edge is torn significantly. There are major folding marks running in the length and width of the map. These creases are now tears in the material.	Hamilton (Ont.)	local		Canada	iso639-2b	code	marcform	North America	Canada	Ontario	Barton Township	Wentworth County	Hamilton	Inch Park neighbourhood	"Lot 10, Concession 4"	code	"Sparks, Robert"	personal	[Publisher unknown]	Hamilton	marccountry	text																																										"Sparks, Robert. Plan of Park and other lots in John Hill's Survey, Barton 1846. [1:1580]. Canada: [Publisher unknown], 1848."	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65212/datastream/TN/view	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A65212
